Rating,Title,Review,Movie
10.0,One of the craziest movies ever,"Somehow they pulled this off. Spiderman No Way Home is an avengers level movie with a giant cast and big things going on.

I've never been so excited while watching a movie since Avengers Endgame.

2 hours and a half and every second was worth it. The fan service was amazing.

No matter what spideman fan you are, you will love this movie. This is a once in a lifetime experience so make sure to enjoy it.",Spider-Man: No Way Home
10.0,Amazing!,Nothing short of amazing in every sense of the word. I loved every minute of it. It's been years since I've been so enthralled with every moment of a movie. Just waiting for what might happen next & what surprises might be right around the next corner. I had been hoping that Marvel would give us something like this when they started buying up everything. Thankfully Sony and Marvel gave us a truly great Spider-Man movie to say goodbye to all the older characters we have loved for years.,Spider-Man: No Way Home
10.0,Beautifully done,"I started getting tired of all the hype and theories but was still looking forward to the movie. Let me just tell you, I actually APPLAUDED at one point in the movie, and just bruised my friend's arm for all the other incredibly exciting elements.

Not only were they able to introduce Matt Murdock, but they actually DECEIVED US on what the plot elements were in the trailer, and I am incredibly happy they did. At a certain point Jamie electrocuted Molina after he got a new chip, I was worried they were going to revert him back to villainy only for him to pull in at the end. Man, I loved the plot.

Special effects were incredible as always. The introduction of Andrew and Tobey were so intelligently done. I loved everything about it.",Spider-Man: No Way Home
2.0,Generic MCU product but this time they ruined characters from past films as well.,"Well... at least it made me appreciate the Sam Raimi movies a bit more.

Every character from past movies is done badly (in the case of the Raimi characters) or even worse (since The Amazing Spider-Man was terrible to begin with). They try to give Hollands Spider-Man a bit more development and growth but too little, too late.

Utter garbage. Typical of Hollywood and the MCU.",Spider-Man: No Way Home
9.0,Probably the best of Marvel till 2022,Amazing script adjoining multiple verses of Spiderman saga. This one's probably the best sort out script of Marvel so far... Last 30 minutes will give goosebumps to the 90's kids.,Spider-Man: No Way Home
10.0,Thank god the ratings are good,Never thought after ending the MCU Would still be amazing but it's getting better and better what a story what a movie loved every second in the cinema.,Spider-Man: No Way Home
10.0,Reminiscent Elements,"The idea of having more than 1 villain in a movie has been refuted in the past, (Spiderman - 3), calling it loaded. But this movie brought it home with the original cast back at it once again. The trio was definitely something all of us were anticipating. I particularly loved how they subtly introduced Daredevil in it as well, hinting to a marvel's defenders inclusion in the near future. The mix of comedy, action and emotion was brilliantly portrayed, reflecting both terrible and selfless decisions that a teenager takes for the fate of the world. Loved it through and through.",Spider-Man: No Way Home
4.0,Disappointed,"Wow, you guys lied to me. This movie was so disappointing, I was actually at a loss for words when I left the cinema. I am so confused, irritated, & disappointed.

Dialogue was not interesting or funny.

I did not feel emotionally attached to any of the characters, except maybe MJ & Andrew Garfield ( Who is my least favorite Spider-Man )

The ending is absolutely garbage.

I was really looking forward to this movie and I am literally shocked at how bad it was.

""There was no interpretation of what happened to the villains and their respective universes."" (A note from my husband, who is also extremely disappointed with the movie.)",Spider-Man: No Way Home
2.0,What a load of crap!,"Dont they realise that their viewers have grown up.

This is a cartoon! Not a movie.

Juat adding tonnes of characters, each scene predictable. Fake emotions. No story. No pathos.",Spider-Man: No Way Home
2.0,Tedious Deux Ex Machina,"Breaking the multiverse.

Yes. Well, if you can do that, then why are you having problems?

As always, these latest Marvel movies go way too far in the powers they give their heroes, to the point it's impossible to believe they could have problems. This makes me unable to get sucked into the movie on-a ""how would you solve this"" hook so I'm just sitting there waiting for the inevitable end of the movie where I know the girl and the guy both survive.

If you like watching explosions, buildings getting smashed, people ping-ponging around at the speed of sound then by all means, enjoy yourself.

Me? I already left the theater to play the pinball machines in the lobby.",Spider-Man: No Way Home
9.0,Very clever and enjoyable.,"Spider-Man: No Way Home (2021)-

As long as you've seen the trailer for this film, there are no spoilers in this review.

It's a multiverse film, so it's fairly obvious that they will utilise elements from other Spider-Man incarnations (You must have seen Spider-Man: Into The Spider-Verse (2018))? It's got a lot of similarities to that.

By doing that, Disney were able to do here what J. J. Abrams was very clever in doing with his reboot of 'Star Trek' (2009). This will now give them a free reign to continue with any ideas that they might have for any of the Spider-Man's or with the ""Spider-Verse"", which is great for the fans.

How they do it is brilliant, if a tiny bit slow to start with. I would have liked them to have brought in the other universe characters a bit sooner, especially the allies and I think that they should have brought back the second ally first, but I suppose that's what we were expecting.

Once all of the characters are in play though it is a high octane film full of the usual wit and joy that only Spidey can bring.

Moving the pace forward could have given them a bit more time at the end of the film to really drive the action and allow more coverage of the people that turned up late, but regardless of that, it's definitely my favourite of Tom's three films so far.

It's not a stand alone film as it literally follows on from 'Spider-Man: Far From Home' (2019) and obviously has references to 'Avengers: Infinity War/Endgame' (2018/19) too.

I would suggest that you re-watch the other five (Tobey and Andrew) films or at least refresh your memory on them before viewing this one as I don't actually remember enough of 'The Amazing Spider-Man/2' (2012/14), because I thought that they were terrible and so was Andrew Garfield. He was not what I would call my version of the famous spider guy, so I've only seen them once. Give me Tom or Tobey any time (I've recently watched them again and feel that Andrew was given bad scripts, but actually delivered the character quite appropriately, I think that I was just bitter because I loved Tobey so much and didn't think that he needed replacing).

As a result a lot of the references to Andrew's films were lost on me and any characters that might have been in those films were not easy to recall. I actually questioned if they had been added just to fill out this films cast, they were so forgettable.

They do perhaps bring back too many bad guys too?

What I really do love though is the fact that J. Jonah Jamieson has been the same in every universe. J. K. Simmons really seems to fit the character perfectly for me and it's good to see him used in a way that shows that some things are a constant and can't be changed. (He probably is Spidey in one of the original comic book ""Verses"", just to prove my theory wrong, but I haven't read enough of them to know.) I'm not sure Ned's wig was the right shade or style though.

On another note, Mr Holland is simply a superb actor. Just when I feel like I'm going off of him, I see him on screen and think ""Wow, what a great performance!"" He turns anything he touches to gold. Even in his first film, 'The Impossible' (2012) as a very young lad, he gives his best, as a wonderfully emotive character, which he still brings here. I see a bright future for him.

I am glad that Doctor Strange wasn't used too much in this story, as I was worried that he might have easily taken over, but this film is definitely all about Spider-Man.

I also loved the fact that they brought back such memorable characters from the ""Tobey Universe"" - Doc Ock and The Green Goblin. I've always loved Mr Maguire and his Spider-Man incarnation. For me, the original three films, well let's say two actually, were more recognisable as what I personally understand of Spidey, but the current form with Tom is just very clever in moving it forward and bringing it up to date. His physical form is nice too (What? He's like 25 or something? That's legal!).

The end credits scene is just a trailer full of spoilers for the next Dr Strange, so don't waste your time after the mid credits scene.

I can't wait to see how they move it on now, with so much potential and this wonderful actor.

902.22/1000.",Spider-Man: No Way Home
2.0,how is this a 8.5 movie ?,"I understand that people like spiderman but lets be honest ..... 2h and 30 min of wasted time , nothing new , nothing special , only pathetic jokes on repeat because this is what the movie is about : a big joke.",Spider-Man: No Way Home
8.0,Love Willem Dafoe!,"This was an enjoyable addition to the marvel series and a far better formula than the usual, mad villain rises to power, steals the girl, superhero has a down point then bucks up and rescue's girl.

I loved the first 3 spider man films with Tobey Maguire and the amazing Spider-Man films were not great but I like Andrew Garfield, making it brilliant to seem them all in this film.

Green goblin and doctor Octavius were amazing as well. I'm so glad they were in this film.

Zendaya (stupid name) was very average and hardly there in this film, as usual. Tom Holland while nice to look at was also, very average. I feel this was only made worse when compared to Dafoe who was doing some excellent 'insane' acting and breathing life back into this role.

Graphics were poor for a 2022 marvel film. That cost 200 million.... Although I imagine most of that went on the cast.

Well written, decent script, excitable and enjoyable. Which is all you can hope for really with these films.

7.0/10 for the story 8.0/10 for the cast 5.9/10 for the animation.",Spider-Man: No Way Home
10.0,EPIC!,"It was perfect!

Best tribute you could ask for the most celebrated Superior of all time ❤

Best Theatre Experience ever had since Endgame ❤🔥

Thank you Marvel for this masterpiece!

🕷 .

. .",Spider-Man: No Way Home
6.0,"Expecting more, got less","I don't know what to think...

slow start, it's a very slow start and fairly slow middle, a bit over emotional, I was expecting more action, more superhero stuff, but I felt a bit let down and wasn't too impressed, interesting twist of events though... which made up the last third of the film.

The story starts exactly from the end of Far From Home where Peter Parker is revealed as Spider-Man. Public reaction appeared to be subdued apart from the moaning, bickering J. Jonah Jameson.

We have confused bad guys and a superhero who wants to baby sit them. We have Peter's two close friends trying to help ""fight"" the bad guys, where ""fight"" is the least operative word.

Peter's decisions were the cause of lots of damage, destruction and death.",Spider-Man: No Way Home
7.0,Entertaininment in the Spiderman style,"An entertaining movie for superhero fans, so take your popcorn and settle down. This movie is tailor made for the fans of the Spiderman franchise though it is a bit different in some aspects. Firstly, just like the Avengers series two other actors Tobey Maguire and Andrew Garfield are roped in make appearances along with Tom Holland. (This is not a spoiler since their names and characters are mentioned in cast in Google). An interesting scene has all 3 having a chat about their experiences in their respective universes. Sample this "" Did you ever get caught with no more web in your hands ?"" and "" Who was the deadliest enemy you fought ?"". Secondly , how would you feel if your superhero is battered, injured, dejected and down in the dumps ? Or better still can you imagine that Spiderman (or Peter Parker if you like) and his two friends want to join MIT ? The usual set of villains are there and Dr Strange ( Cumberbatch) has his magic powers to help out Spiderman. Also their adventures enhanced with mind blowing special effects are there in plenty. A few one liners placed intermittently do amuse. Spiderman's romantic interest MJ (Zendaya) is around though she is now Michelle Jones not Mary Jane. An evil one liner to remember is "" No good deed goes unpunished"". When all 3 form a team to kick evil ass, one Spiderman complains that he is not used to fight in a team! Fair enough. Where does Spiderman go when he is sad ? To the top of the Empire state building, of course.",Spider-Man: No Way Home
10.0,amazing,Everything about this movie is amazing all the way from the beginning to the end. Tom holland did excellent as well as Jon Watts. Greatly exceeded my expectations and they were already high.,Spider-Man: No Way Home
1.0,DON'T WATCH! WAIST OF MONEY,"It was the most boring Movie I've ever seen, didn't make any sense, so baaaaaaaad! They bring other spiderman into it to make more interesting and it did the opposite, and it ruined doctor strange for me also. Sooooooooo Much regret watching this.",Spider-Man: No Way Home
10.0,MASTERPIECE,"Spoiler free review!!!

Favorite Marvel movie to date! This movie topped my expectations. I walked out of the theater astounded. Tom's performance in this movie was one of his best throughout his time with Marvel. Don't even get me started on Willems performance as green goblin was 2x better than when he first played him. My emotions were on a rollercoaster throughout the entire film. I watched it opening day, I'm going again today, and I'll be seeing it at least two more times next week.",Spider-Man: No Way Home
10.0,Watching a 2nd time ate the cinema,"So the biggest compliment I can give this film I'm paying to see it twice , excellent characters , cinematography it's heartfelt , it's sad , it's funny it had me feeling like a little kid again seeing spiderman and made me feel my age again seeing the real life problems of spiderman just being a regular person.

Spoiler

So the movie is great for fans of every spiderman but its just takes it that one step further by bringing back Andrew and Toby theres no more arguments over who's the best because when you see them together you realise you love each and every one for the own personalisation of spiderman.

I'm paying to see it again if I could I'd watch it again straight after it brilliant from every aspect the only sad things is the wait for the sequal.",Spider-Man: No Way Home
8.0,Bom,"Nessa analise me baseei em 5 importantes pontos: Enredo, desenvolvimento, personagens, estética e entretenimento.

Enredo: 1/2.

Desenvolvimento: 1/2.

Estética: 2/2.

Personagens: 2/2.

Entretenimento: 2/2.",Spider-Man: No Way Home
10.0,It's a best marvel movie I saw in my life,It's a best movie!! FG or not but I will be working in the morning and then I can get it to India 😂 India for the world to India for better treatment and I will be there.,Spider-Man: No Way Home
7.0,Top 5 in the MCU,"I will do this kind of quick 1st act - 10/10

2nd act - fine little bit pulled the movie for the ground but the action was spectacular 8/10

3rd act - 10/10 felt like endgame for me , payoff al the way

Stay until the post credit scenes , the second blew me away !!! So much hype for Doctor strange 2

Gift for the fans in all parts in the film.",Spider-Man: No Way Home
8.0,Spiderman No way home,"All Spiderman & marvel fans should expirence in big screen ,All actors done there job well & the MCU isn't afraid to step away from the visually spectacular action to develop emotional beats.",Spider-Man: No Way Home
10.0,Amazing,Captivating all the way through the film. Maybe nostalgia has swayed my opinion but I still think it's one of the best marvel films! I would have liked to have seen more of the green goblin but all I'm all amazing and love how the ending will lead into the Loki and multiverse story! Hopefully this isn't the last Tom Holland Spider-Man film!!,Spider-Man: No Way Home
10.0,Amazing from start to finish!,"I loved this movie. Incredible! Definitely watch it on big screen. Very good acting, good story and seeing all those villains back is amazing. The only negative thing is that it was only 2 hours and a half. Incredible ending and waiting for the next 3 movies. Big thank you to the creators!",Spider-Man: No Way Home
10.0,Spider-Man trio,"The way three Spider-Mans interact with each other is awesome... By the magic of Ned, first Andrew Garfield's Spider-Man came, then eventually Tobe Maguire's Spider-Man. They helped Tom Holland's Spider-Man a lot...At the end of the movie, Tom Holland's Spider-Man started living in a small apartment in NYC and he's Spider-Boy any more; He is mature enough to be Spider-Man!!!",Spider-Man: No Way Home
10.0,Boom movie,It was so amazing. The fact so many characters came back to redo there role. Omg i was happy to see movie. Omg it got me to edge of my seat!! Um 150 words ay i dont think i can do it. I guess i can say i loved movie and would see movie again n again n again and again lol.,Spider-Man: No Way Home
8.0,"Great, but a tad overrated","It certainly gave the fans what they wanted, but I found some of the plot elements a bit contrived. Conveniently bringing other spidermen from other universes to fight their villains was certainly fun, but it threw away a lot of my suspension of disbelief in the realism, even moreso than Infinity War and Endgame. This made it harder to consider the stakes as serious.

I suppose that is forgivable for the amount of fanservice and ties back to the roots that added in an original twist, however. I still feel that an 8/10 fits this best and the 9/10 most seem to prefer is slightly above where it should be.",Spider-Man: No Way Home
3.0,utter rubbish,This is a teenager movie with all their nonsensical self-absorbed stupidity on display. No need to say any more but 150 is the minimum so I am still typing.,Spider-Man: No Way Home
10.0,10 spiders out of 10!,"How to describe in words a film that caused you just a storm of real, genuine emotions? How to describe the wildest feeling of nostalgia when another familiar cult character appears on the screen, to the enthusiastic sighs of the audience, when he utters another phrase that has already become legendary, in response to which the entire audience explodes in applause? How to describe all this? This is a unique spectacle that cannot even be called a movie. This is not a movie. This is more than a movie. Thanks to Marvel, the producers, the actors who returned to their roles, and everyone who made this film celebration possible!",Spider-Man: No Way Home
10.0,"Enthralling, exciting and simply amazing","I came out of this film feeling exhilarated and emotional. I won't spoil anything but suffice to say this is a must see for Spidey, Marvel or Superhero fans.

The acting and action in this film is immense, the plot grand and everything in between was just perfect. Everyone involved in bringing this film to fruition should be immensely proud.",Spider-Man: No Way Home
10.0,best spiderman movie out there!!,"This move was a global phenomenon. It exceeded almost everyone's expectations and i can proudly say, that it solos avengers endgame.

SPOILERS BELOW: *give u time to leave if u haven't seen* *give u time to leave if u haven't seen* *give u time to leave if u haven't seen* *give u time to leave if u haven't seen* *give u time to leave if u haven't seen*

OK SO LETS CONTINUE.

This movie had some AMAZING parallels.

One of them being the scene where mj falls from the statue of liberty and is caught by andrew garfield. Clearly referencing to gwen stacy's death.

Yes, it is true, this movie not only contained almost every spiderman villain you can think of, but also contained all of the spider-man's.

I loved the scene when tom holland's spiderman finally released all that anger or green goblin and proper beat him up. Punching, kicking and everything.

Sad death scenes. Not gonna spoil it for u tho.

U have to watch and find out.

Post credit scenes contain venom and the trailer for MVOM.",Spider-Man: No Way Home
7.0,Next movie,"There was a Spiderman Homecoming Spiderman Far From Home Spiderman No Way Home

Next one will be Spiderman Where's My Home.

It was a great movie No spoilers But great movie.",Spider-Man: No Way Home
10.0,10 spiders of 10,"How to describe in words a film that caused you just a storm of real, genuine emotions? How to describe the wildest feeling of nostalgia, butterflies in your stomach that begin to tickle you from the inside, when another familiar cult character appears on the screen, to the enthusiastic sighs of the audience, when he utters another phrase that has already become legendary, in response to which the entire audience explodes in applause? How to describe all this? 'Spider-Man: No Way Home' is an absolutely unique film event that probably won't happen again in our lifetime. It was clear even before its release, and many were waiting impatiently, with excitement, what this movie was preparing for us. People have called it the most ambitious comic book movie (at least from Marvel), and I'm ready to raise both hands in agreement!",Spider-Man: No Way Home
10.0,Nostalgic and Masterpiece!!,"A true rollercoaster of 90's kid! This movie brought back memories of my childhood! Finally, I see Tobey Maguire and Alfred Molina in theatre screen (My dream has come true)

It's festival for me! Thanks for giving this movie to the world!

Hats off to all!",Spider-Man: No Way Home
2.0,Overrated,"Created my first IMDb account just to add some sanity here.

This movie was simply not good. It was very illogical how Dr Strange agreed to on a whim erase everyone's memories, and when Peter wanted to start ""helping"" the bad guys I wanted to walk out of the cinema because I could figure out the rest of the movie right there, so predictable. And the conversations later on between the spidermans was just cringe.

One extra star for all the scenes with Dr Strange, he is cool. Parker makes me annoyed.",Spider-Man: No Way Home
10.0,My First Favourite super hero is back,"My all time favourite super heroes are back and assaulting with their own style and Zendaya you're face has no words to say. Finally Andrew,you got MJ but that scene i really cried you think about Gwen .

Totally amazing fantastic action movie. Im a Marvel fan and No way home made me child again. We are all falls in 2002 Tobby Maguire thanks Mr. Kevin.

My lovable hero ,My favourite and also my friends are amazed with you spidyyy.",Spider-Man: No Way Home
6.0,Great idea but....,"This movie had a fun and exciting idea bringing the 3 Spider-Man's and all the villains we loved watching spider man fight together with their own stories and backgrounds. My problem with this movie lies within Peter Parkers (Tom Holland's) decision making. I do not blame Tom Holland and would go as far to say he did a good job in this movie.

However the plot seemed ridiculous to me and here is why!

Spider-Man's identity is known by everyone and it's thought by everyone that he is a villain other than by his friends and family. Yes this may be a problem for Spider-Man but what's a bigger problem for spider man? Him and his friends aren't accepted into college. Instead of ringing the college up and trying to convince the college otherwise, as made a joke by the film, what is the logical thing to do? Ask dr strange to cast a spell which can mess with universes and could potentially destroy your whole world.

What makes it even more ridiculous (I know it's a movie) is that dr strange and Spider-Man didn't even talk about and plan exactly what they want the spell to do before casting this potentially world destroying spell letting in villains from other universes and who knows what else could have been let in. Instead during the spell Peter Parker adds tweaks to the unpredictable spell whilst dr strange is casting it causing all of this and dr strange accepts these tweaks. I do not fully blame Spider-Man for this because he is a young 17 year old kid and therefore will make stupid decisions. However a wise wizard excepting to chop and change his spell whilst casting it potentially putting the world at risk, may I remind you so that Peter Parker can give his friends a second chance at getting into college seems utterly ridiculous.

With all this being said these two heroes, dr strange and Spider-Man have recently gone through saving half the population from thanos but now want to risk tampering with time and the whole world because of a college application decline. Particularly nearing the end of the movie I couldn't help but to laugh to think the whole world is collapsing and going to be destroyed because of this silly reason.

Whilst this does seem like an overall negative review I did love all the actors coming into one film even though at times it did feel a bit cramped. Particularly the green goblin portrayed a creepy and evil character you look for in a villain. He is character who is unpredictable and gives off a truly dangerous vibe.

I would have accepted and enjoyed the movie to have much better and logical reasoning behind the need to cast the spell in the first place.",Spider-Man: No Way Home
9.0,Spider-man: Endgame,"In the film, whole lot of human emotions are shown in an beautiful way. Emotions like love, sadness, pain, brutal rage from betrayal are exceptionally outstanding. While watching the last scene(I shall not reveal the scene, of course, no spoilers :) ), I must confess I felt my heart ripped away. Personally, I think it is the best spiderman film hitherto.

I, being a doctor strange fan, felt a little disappointed. Because, It was shown like he was being a little impatient through out the film rather than being a mentor to a person who is in a lot of emotional trouble.

Nevertheless, the second half of the film is outstanding. I felt hair standing on my hands in every action scene.

Mid credit scene leaves a very fine plot for the next spiderman films and post credit scenes is more than masterpiece. You'll love it!!

On a final note, the film was amazing!! Watch the film in 3d...u will enjoy it definitely.",Spider-Man: No Way Home
10.0,PERFECT,Well well... Easily the best MCU film so far and is also among my top 3 favourite films of all. This won't give you even a second of time for you to blink your eyes...,Spider-Man: No Way Home
10.0,The most emotional and satisfying cinematic experience of my entire life,"Walking out of the cinema after watching Spider-man: No Way Home, I was absolutely shocked and amazed to the point where I was shaking and struggling to not cry. As an avid Marvel and Spider-man fan, this movie was extremely satisfying to watch. I absolutely adored the new dimensions given to Tom Holland's Spider-man and how the original story of Spider-man was integrated into this franchise. Also loved the Andrew Garfield Spider-man reveal (almost everyone in the cinema audibly gasped) and how we got to check in on Tobey and Andrew's spidey-selves (Andrew cracking Tobey's back for him? Absolute gold). The character deaths were heart-wrenching and beautifully executed, and the teasers we got for the next spider-man trilogy and Doctor Strange and the Multiverse of Madness in the post-credit scenes made me very excited for the next phase of Marvel (and especially how this movie may interact with the Disney Plus shows). Overall, this film is by far one of the most amazing movies I've ever watched, period. I would recommend this to anyone who has watched the previous Spider-man series' and/or has watched any of the recent Marvel productions.",Spider-Man: No Way Home
10.0,The best Spider-Man film ever made!,"And I do not say that lightly. This is by far the best Spider-Man film ever made (yes, even better than spiderverse) just go and watch it if you haven't already.",Spider-Man: No Way Home
8.0,A lot of fun,"I thought this was probably the most entertaining Spider-Man live action movie that has been made. Even at 2 1/2 hours, it left me wanting more. The characters were way more likable here than their other appearances, and I was way more invested in this story. One thing that bothered me was how the plot depended on an incredibly goofy character decision. I didn't think there was any way a person would ever choose that route--even a fictional superhero. Also, I wasn't as enamored with the villains as most people seem to be. But the high points more than made up for that. Definitely worth watching back.",Spider-Man: No Way Home
2.0,Overrated at best,After hearing about this film I had moderate expectations but the film didn't come close. Sure Tom Holland can act and it was nice to see some familiar faces but after watching it I was left wondering if it was worth my while. I think that the praise that the film received took away from the hype that Dune deserved which was a film that was well above my high expectations of it.,Spider-Man: No Way Home
10.0,.,"So many expectations, so many hopes and merged photos. For any fan, the new part of ""Spider-Man"" is always the main release of the year. So far, films with Holland's participation have not disappointed, but they have not jumped to the bar set by Sam Raimi. Did Watts manage to create something more, or is there really nothing except references in the film?

The continuation of the Spider-Man saga captures us at the moment when ""Far from Home"" ends, at the moment of the opening of Spider-Man's identity. A friendly neighbor is caught up in a storm from all sides: the authorities accuse Mysterio of murder, and society turns into a crowd of paparazzi and does not let Peter breathe even at school. In an attempt to stop this madness, the spider turns to Doctor Strange, but the oblivion spell does not work correctly and instead of everyone forgetting about Parker's duality, portals to the multiverse open from where our old acquaintances come.

The main thing you need to know about the end of the new trilogy is a movie made by fans for fans. The creators even make up memes that they came up with based on old paintings about a spider. Such a balanced balance of humor and drama, as in this part, it is difficult to remember anywhere else.

A huge number of characters in this part works both in plus and minus. On the one hand, it gives the viewer a lot of emotions from meeting old acquaintances (in some cases, the hall turned into a mini stadium meeting a favorite performer) and an excellent opportunity for a metashoot, on the other hand, it decently overloads the plot. John Watts tried to balance the film by introducing the characters gradually, thereby increasing the timing of the picture, and in fact he managed not to slide into mincemeat of constantly changing faces and jokes. The middle of the film, however, slightly loses momentum. There are a lot of climactic moments in the film when you have already cried all your rivers, and you need to cry another scene again.

Do not think that the film is bad, this is fundamentally wrong. The middle, which has sunk in dynamics, is the only negative that can be detected at a glance. ""Spider-Man: There is no Way Home"" reveals all the signs of a great blockbuster, which has cool music (even classic themes from old parts), and great action scenes, and most importantly, it has a soul. A film in which the world can collapse at any second, and Peter goes crazy before our eyes, brings kindness and human relations to the fore. So, a little schizophrenic episodes with doppelgangers give Holland's character a development that he seemed to have missed being in the Avengers. He became a hero, but he didn't learn how to be Spider-Man. Now Watts has corrected this misunderstanding and has done it in a truly brilliant style.",Spider-Man: No Way Home
10.0,A Spiderman movie as good as the Original Trilogy,"Wow, What can I say about this movie?, For one thing it's so much better than ""Far From home"" (2019), It's so good in fact, That it even rivals the first two Spider-Man/Tobey Maguire movies as far as story and acting goes and quality as well, Which is really good, And the special effects are top notch!, So down to the story, Following the ending of ""Far from home"" where Mysterio (Jake Gyllenhaal) reveals Peter Parker is Spider-Man!, So everyone now knows Peter Parker's secret Identity, The media follows him relentlessly, The police and other authority figures want to question Peter Parker/Spiderman, His friends and families lives are affected negatively as well, So what must Spider-Man do?, Ask for Doctor Strange's help of course and make everyone forget he is Spider-Man with a Spell, And of course the spell goes horribly wrong and that's when the movie gets really interesting, Such a good movie, I really enjoyed it, Great job Marvel Studios!, You have really out done yourselves!",Spider-Man: No Way Home
10.0,Fantastic ending to the trilogy,"I nutted.

I nutted. I nutted.

I nutted. I nutted. I nutted.

I nutted. I nutted. I nutted. I nutted.

I nutted. I nutted. I nutted.

I nutted. I nutted.

I nutted.",Spider-Man: No Way Home
7.0,"so close, yet so far..","This movie has many elements that beg to be change/tweaked. It really keeps the movie from perfection and being the best of the MCU. Pacing is the smallest issue with this movie, the first act being the slowest, and the second dragging, making the movie seem longer than it is. Next problem I have is the way that Tobey and Andrew were introduced. Ugh! Why just why?! This could had been soooo spectacular and no it just wasn't it simple relied on your love of the characters to carry the scene and while it worked it wasn't impactful. Lastly is this director and his horribly bland shots, while there are some great shots in the movie, the dialogue scenes suffer the most from this boring style. What worked, worked. The acting was all there, especially from William Defoe as green goblin, and Andrew Garfields Spider-Man. Overall this movie was fun and while it easily could've been the best Spider-Man movie it doesn't come close.",Spider-Man: No Way Home
10.0,Exlant film and full of surprises,Exlant film And nice evacuate this film full of surprises like Topy Maguire and Doctor strange I Love it so much. Exlant film And nice evacuate this film full of surprises like Topy Maguire and Doctor strange I Love it so much.,Spider-Man: No Way Home
10.0,Love Letter,"Is a love letter to all Spider Man fans. Great action scenes, plus a surreal cast. Thank you, Spider Man.

With great power, comes great responsibility.",Spider-Man: No Way Home
3.0,A waste of my time,Long and boring. Stupid dialogs wanting to be witty. A waste of my time. 2h 28m could had been packed in maybe 1h 28m to get a decent movie. Yes decent not good.,Spider-Man: No Way Home
10.0,Best Spider Movie Since 2002's Spider Man and 2004 Spider Man 2,"If you like Spider Man, you will LOVE this movie! If you like Marvel Movies you will LOVE! This movie! DO NOT MISS this movie in the movie theatre! It's the BEST way to see it! I recommend this movie 100%",Spider-Man: No Way Home
9.0,My expectations were so high and I wasn't disappointed,"This movie is great. There is nothing more to it. Tom Holland gave a great performance. Seeing Tobey and Andrew made me cheese like the portal scene did in Endgame. This movie did everything it set out to do and more. If you're reading this and you haven't seen the movie. Go watch it right now. I don't give 10/10 because I don't believe in a perfect movie, but this movie really will come as close as movies get.",Spider-Man: No Way Home
9.0,Do you need to watch the other Spider-Man movies to watch this,"I would say you don't NEED to, however Spider-Man: No Way Home is better if you have watched them. From my experience of going into this movie without watching the original or amazing spider man I would say: First off you wouldn't feel the nostalgia others do, and the characters won't have an explained background. But you would still feel the excitement and emotion of watching this, with only a little bit of confusion.

At the end of the day this is an extremely exciting, funny, emotional, and fast-paced movie, with only a few minor problems, that is only a bit better if you've watched the other Spider-Man's. With all this in mind I hope this encourages you to watch Spider-Man: No Way Home along with the rest of the Spider-Man's!",Spider-Man: No Way Home
6.0,A nostalgia trip for the ages,"The movie is an enjoyable, Marvel/Disney formula, spectacle that delves deeply into the nostalgia train through the use of the Multiverse. While the movie is enjoyable, it lacks the punch that FFH offered instead relying solely on the return of previous cast members Maguire, Garfield, Dafoe, Molina and Foxx to pull the film through. Defoe put on an absolute masterclass and it was a welcome sight to see both Maguire and Garfield don the suits again but it leaves one thinking that would the film have been as good if these were replaced by different actors? It remains to be seen, however NWH provides another exciting entry into the Marvel universe and gives me high hopes for the multiverse going forward.",Spider-Man: No Way Home
10.0,One of the best spiderman movie I've ever seen.,"We all have been waiting for this movie to come where we can see three spiderman in action,love this movie tbh. Thank you marvel. You guys should watch this movie in theater. Tbh I was waiting for that exact moment when our childhood spiderman toby Maguire entry is the scene.",Spider-Man: No Way Home
10.0,Dvd,This movie was soo good! This rating hasn't spoilers. I want to watch this movie again! It is sooo cool!please watch it if you wanna be surprized! Dr. Strange is soo cool.,Spider-Man: No Way Home
5.0,"Worst one, sadly.","I thought I'll watch one if not the best Marvel creation, but it turned out to be the opposite.

The amount of sillyness packed in this one.. It's just annoying.

Let me highlight the biggest one.

Each of the previous Spider-Man movies had atleast 1 antagonist that they had hard times with through a whole movie. And their goal was to stop them, not to ""cure"" them. They didn't had a clue of how or why they turned evil. Now suddenly, they all know these answers, they also know the exact solution of how to turn them back to be normal/good. And it doesn't even take a whole movie to not just to stop all of the former antagonists, but to cure them.

The characters were shallow, the actors made me think I was watching actors and not characters.

It was just all wrong. All the interesting parts were missing from the movie. Why he has to hide who he is? Why is it not clear for everyone that Spider-Man is the good guy? The conversation about the web and other differences? (Let me explain, in order to partially know these answers you must watch the previous movies, but the characters do not know anything about each other, many people doesn't know neither or they just don't remember and this is why they should have added these parts. To give the characters more character.)

This is easily one of the worst Marvel movies. And I have no idea why would anyone think it was good.

And there are more plotholes and problems than these. It was just the biggest of all.

Lastly, I'd like to thank you all who paid to watch this movie, you're helping killing movies. In the very near future movies like The Godfather will not be made because it's not about sillyness and colorfull dresses. (Just see how much money a bad movie like this makes and how much money a good one makes.. Barely covers the costs. You're all Marvel's herd.)",Spider-Man: No Way Home
